"station","param","trend_in_log","ciLow_trend","ciHigh_trend","p_trend","trend_multiplicative","trend_pctPerYear","ciLow_pctPerYear","ciHigh_pctPerYear"
"owcwmnut","nh4f_mdl",-0.0661606487985291,-0.0917819122842607,-0.0405393853127975,9.57389341386038e-07,0.936,-6.4,-8.77,-3.97
"pdbbpnut","nh4f_mdl",-0.0178077217106099,-0.0317852402415197,-0.00383020317970004,0.0133483669261776,0.9823,-1.77,-3.13,-0.380000000000003
"pdbbynut","nh4f_mdl",-0.020952410360759,-0.0346182340787675,-0.00728658664275061,0.00301103685280903,0.9793,-2.07000000000001,-3.4,-0.729999999999997
"pdbgsnut","nh4f_mdl",-0.0216158945565589,-0.0418499003146373,-0.00138188879848045,0.0376895155899027,0.9786,-2.14,-4.1,-0.139999999999996
"rkbfbnut","nh4f_mdl",0.0427415831321981,0.0115638749405132,0.073919291323883,0.00788834147315923,1.0437,4.37000000000001,1.16000000000001,7.67
"rkbfunut","nh4f_mdl",0.0496644007178936,0.0251157636282054,0.0742130378075817,0.000104251911871897,1.0509,5.08999999999999,2.54000000000001,7.7
"rkblhnut","nh4f_mdl",0.0263560077524811,-0.0017809466376693,0.0544929621426315,0.0679679847733157,1.0267,2.66999999999999,-0.180000000000002,5.6
"rkbmbnut","nh4f_mdl",0.0275365155257317,-0.00114321576748751,0.0562162468189509,0.06141481084222,1.0279,2.79,-0.109999999999999,5.78000000000001
"sapcanut","nh4f_mdl",-0.0489699041289501,-0.0698159636045224,-0.0281238446533779,8.45055937136287e-06,0.9522,-4.78,-6.74,-2.76999999999999
"sapdcnut","nh4f_mdl",-0.049487018508943,-0.0711066299144038,-0.0278674071034823,1.39505807723823e-05,0.9517,-4.83,-6.86,-2.75
"saphdnut","nh4f_mdl",-0.0621235337067416,-0.0796733781128065,-0.0445736893006767,6.70060241008487e-11,0.9398,-6.02,-7.66,-4.36
"sapldnut","nh4f_mdl",-0.0433512423230098,-0.0603802271492204,-0.0263222574967991,1.39233485234731e-06,0.9576,-4.24,-5.86,-2.6
"sfbccnut","nh4f_mdl",0.0694495355963266,0.0384729383294738,0.100426132863179,2.05248485718516e-05,1.0719,7.19000000000001,3.91999999999999,10.56
"sfbfmnut","nh4f_mdl",0.0174175407172962,-0.00536031529539491,0.0401953967299872,0.136334278958492,1.0176,1.76000000000001,-0.529999999999997,4.09999999999999
"sfbgcnut","nh4f_mdl",0.0123245127070385,-0.0164626985714105,0.0411117239854874,0.40268669867444,1.0124,1.24,-1.63,4.2
"sfbsmnut","nh4f_mdl",0.0295344512762471,0.00476225923246052,0.0543066433200336,0.0208956188942486,1.03,3,0.479999999999992,5.58000000000001
"soschnut","nh4f_mdl",-0.0108140538117868,-0.0313271745117626,0.009699066888189,0.303238655851378,0.9892,-1.08,-3.08,0.970000000000004
"sosvanut","nh4f_mdl",-0.00413316217880428,-0.0214941327611298,0.0132278084035212,0.641493110384905,0.9959,-0.409999999999999,-2.13,1.33000000000001
"soswinut","nh4f_mdl",0.00719046614654759,-0.0110181740604173,0.0253991063535125,0.440235825929385,1.0072,0.72000000000001,-1.1,2.57000000000001
"tjrbrnut","nh4f_mdl",0.0523984829034636,0.0114980774823582,0.093298888324569,0.0128837690518749,1.0538,5.38000000000001,1.16000000000001,9.78000000000001
"tjrosnut","nh4f_mdl",0.0100839476189953,-0.0283609568441818,0.0485288520821723,0.60774450974707,1.0101,1.01,-2.8,4.97000000000001
"tjrprnut","nh4f_mdl",0.0723277575611015,0.0354506818965431,0.10920483322566,0.000198994997635785,1.075,7.5,3.61,11.54
"tjrsbnut","nh4f_mdl",0.0190023267134519,-0.00900892681578218,0.047013580242686,0.18558876082036,1.0192,1.92000000000001,-0.900000000000001,4.81
"welhtnut","nh4f_mdl",-0.0633889714087479,-0.0936345996879242,-0.0331433431295717,6.75220929494823e-05,0.9386,-6.14,-8.94,-3.26
"welinnut","nh4f_mdl",-0.111714861454098,-0.136384139227181,-0.0870455836810159,5.10115255321033e-16,0.8943,-10.57,-12.75,-8.34
"wellmnut","nh4f_mdl",-0.0334180807743592,-0.0702204406368917,0.00338427908817333,0.0774761370508481,0.9671,-3.29,-6.78,0.340000000000007
"welsmnut","nh4f_mdl",-0.0163127782655382,-0.0491647033247334,0.016539146793657,0.332322892092824,0.9838,-1.62,-4.8,1.66999999999999
"wkbfrnut","nh4f_mdl",-0.0134367153180673,-0.043401917437216,0.0165284868010815,0.380565354121491,0.9867,-1.33,-4.25,1.66999999999999
"wkbmbnut","nh4f_mdl",-0.0325966512800315,-0.0653833268312453,0.000190024271182289,0.0527999844370988,0.9679,-3.21,-6.33,0.0199999999999978
"wkbmrnut","nh4f_mdl",-0.0281140632653936,-0.0584879632530888,0.00225983672230168,0.0712432859880077,0.9723,-2.76999999999999,-5.68,0.229999999999997
"wkbwbnut","nh4f_mdl",-0.0349559490099227,-0.0660963802854069,-0.00381551773443854,0.0290124585949896,0.9656,-3.44,-6.4,-0.380000000000003
"wqbcrnut","nh4f_mdl",-0.025592478923325,-0.0546921058247097,0.00350714797805975,0.0867004954351876,0.9747,-2.53,-5.32,0.350000000000006
"wqbmhnut","nh4f_mdl",-0.0151006855624858,-0.042228639854192,0.0120272687292204,0.276849668371643,0.985,-1.5,-4.13,1.21
"wqbmpnut","nh4f_mdl",-0.0142243844123953,-0.0472181963853846,0.018769427560594,0.3996835897711,0.9859,-1.41,-4.61,1.88999999999999
"wqbslnut","nh4f_mdl",-0.0282958878666489,-0.0621584200116299,0.00556664427833213,0.103940206110875,0.9721,-2.79,-6.03,0.560000000000005
"acefcnut","po4f_mdl",-0.0208673308923088,-0.0302390522747656,-0.011495609509852,1.9443990054047e-05,0.9793,-2.07000000000001,-2.98,-1.14
"acemcnut","po4f_mdl",-0.0205224650929197,-0.0297909115357211,-0.0112540186501183,2.15380399176605e-05,0.9797,-2.03,-2.94,-1.12
"acespnut","po4f_mdl",-0.0333409669839081,-0.044643983460044,-0.0220379505077723,2.40841969315109e-08,0.9672,-3.28000000000001,-4.37,-2.18
"apacpnut","po4f_mdl",0.00229244373360804,-0.0199745664658412,0.0245594539330573,0.840270592890125,1.0023,0.229999999999997,-1.98,2.48999999999999
"apadbnut","po4f_mdl",0.0227545786337,0.00182672253547685,0.0436824347319231,0.0342005154877356,1.023,2.29999999999999,0.180000000000002,4.47
"apaebnut","po4f_mdl",0.00593505198778603,-0.0192957813901441,0.0311658853657162,0.645221258313794,1.006,0.600000000000001,-1.91,3.17000000000001
"apaesnut","po4f_mdl",-0.00054545336748656,-0.0260508476233915,0.0249599408884184,0.966604066792562,0.9995,-0.0499999999999945,-2.56999999999999,2.53000000000001
"cbmipnut","po4f_mdl",-0.0835034018039653,-0.100884634737484,-0.0661221688704462,9.80360950194592e-18,0.9199,-8.00999999999999,-9.6,-6.4
"cbmmcnut","po4f_mdl",0.014206929217155,0.00545766362531316,0.0229561948089969,0.00172563610043823,1.0143,1.43,0.550000000000006,2.32000000000001
"cbmocnut","po4f_mdl",-0.0340356704212166,-0.0448240004824357,-0.0232473403599976,4.10909049030783e-09,0.9665,-3.35,-4.38,-2.3
"cbmrrnut","po4f_mdl",-0.0330133989956532,-0.0418347191799068,-0.0241920788113997,5.02882243622994e-12,0.9675,-3.25,-4.1,-2.39
"cbvcbnut","po4f_mdl",0.0261317191953145,0.00857783283798811,0.0436856055526409,0.00390169919628677,1.0265,2.65,0.859999999999994,4.47
"cbvginut","po4f_mdl",0.0596093836673968,0.0400540858567252,0.0791646814780685,8.77199923334477e-09,1.0614,6.13999999999999,4.08999999999999,8.24
"cbvtcnut","po4f_mdl",0.020090527571623,0.00722394208873007,0.032957113054516,0.00248913953483042,1.0203,2.03,0.730000000000008,3.35000000000001
"delblnut","po4f_mdl",0.0232005001684077,0.00229277338526241,0.044108226951553,0.0306604526381038,1.0235,2.35000000000001,0.229999999999997,4.50999999999999
"deldsnut","po4f_mdl",0.0699645898053507,0.0479040784740959,0.0920251011366054,2.37847985983531e-09,1.0725,7.25,4.90999999999999,9.64
"delllnut","po4f_mdl",0.0162767189476076,-0.00201326923340716,0.0345667071286223,0.0824621863897062,1.0164,1.64,-0.2,3.51999999999999
"delslnut","po4f_mdl",0.00338759765051093,-0.0124602483001254,0.0192354436011473,0.675629661464787,1.0034,0.340000000000007,-1.24,1.94000000000001
"elkapnut","po4f_mdl",-0.0248692599831752,-0.0375509615014408,-0.0121875584649095,0.000157217637279443,0.9754,-2.46,-3.69,-1.21
"elknmnut","po4f_mdl",-0.00683260429475198,-0.0177104501551564,0.00404524156565241,0.219560213965737,0.9932,-0.680000000000003,-1.75999999999999,0.409999999999999
"elksmnut","po4f_mdl",-0.0260614663506793,-0.0351152582205162,-0.0170076744808423,4.92245651607635e-08,0.9743,-2.56999999999999,-3.45,-1.69
"elkvmnut","po4f_mdl",-0.0305187521509516,-0.0417555243653182,-0.019281979936585,2.53085566640778e-07,0.9699,-3.01,-4.09000000000001,-1.91
"gndbcnut","po4f_mdl",-0.0496159911235895,-0.0684773576279504,-0.0307546246192285,6.46617248117866e-07,0.9516,-4.84,-6.62,-3.03
"gndbhnut","po4f_mdl",-0.0523118771454336,-0.0681467242649684,-0.0364770300258989,8.87789463615399e-10,0.949,-5.1,-6.59,-3.58000000000001
"gndblnut","po4f_mdl",-0.066863717091974,-0.102555910738509,-0.0311715234454389,0.000315938176364357,0.9353,-6.47,-9.75,-3.06999999999999
"gndpcnut","po4f_mdl",-0.0240074576039604,-0.0493356799368215,0.0013207647289008,0.0649197609406977,0.9763,-2.37000000000001,-4.81,0.130000000000008
"grbgbnut","po4f_mdl",-0.00325271647138997,-0.0201825740466251,0.0136771411038451,0.706984326968082,0.9968,-0.319999999999998,-2,1.38
"grblrnut","po4f_mdl",0.0566892697406538,0.0347005176359722,0.0786780218453353,1.1476119040026e-06,1.0583,5.83,3.53000000000001,8.19000000000001
"grbornut","po4f_mdl",0.0299248415274565,0.0135862602901033,0.0462634227648097,0.000450875758985687,1.0304,3.04,1.37,4.74000000000001
"grbsqnut","po4f_mdl",0.0124508240326111,0.000535676651693838,0.0243659714135283,0.0421876687143231,1.0125,1.25,0.0499999999999945,2.46999999999999
"gtmfmnut","po4f_mdl",0.00309372626011344,-0.00891143795927442,0.0150988904795013,0.613963192459626,1.0031,0.31000000000001,-0.890000000000002,1.52000000000001
"gtmpcnut","po4f_mdl",0.0202262161305868,0.00974678720192574,0.0307056450592479,0.000196803881950305,1.0204,2.04,0.980000000000003,3.11999999999999
"gtmpinut","po4f_mdl",0.0325486853053139,0.020206277991365,0.0448910926192629,4.98710352882406e-07,1.0331,3.30999999999999,2.04,4.59000000000001
"gtmssnut","po4f_mdl",0.0146880668137762,0.00094701451332586,0.0284291191142265,0.0372154026685733,1.0148,1.47999999999999,0.0899999999999901,2.87999999999999
"hudtnnut","po4f_mdl",0.0144747516214643,0.000482735667857408,0.0284667675750713,0.0442705817265588,1.0146,1.45999999999999,0.0499999999999945,2.88999999999999
"hudtsnut","po4f_mdl",0.0200683787926241,0.00245831036940631,0.0376784472158419,0.0269281894241222,1.0203,2.03,0.249999999999995,3.84
"jacb6nut","po4f_mdl",-0.0300179283657473,-0.0479543082643256,-0.012081548467169,0.00127837058589541,0.9704,-2.96,-4.68,-1.2
"jacb9nut","po4f_mdl",-0.0424711846618984,-0.0628733566601272,-0.0220690126636695,7.16195065605595e-05,0.9584,-4.16,-6.09,-2.18
"jacbanut","po4f_mdl",-0.0391032840380328,-0.0618442688333372,-0.0163622992427284,0.000941438891559881,0.9617,-3.83,-6.00000000000001,-1.62
"jacnenut","po4f_mdl",-0.0363231643105163,-0.0602892553139153,-0.0123570733071172,0.00344487008123246,0.9643,-3.57,-5.85,-1.23
"job09nut","po4f_mdl",-0.13782905822253,-0.172159576783564,-0.103498539661497,3.43802494828855e-13,0.8712,-12.88,-15.82,-9.83000000000001
"job10nut","po4f_mdl",-0.103522490306997,-0.137926405990268,-0.0691185746237254,1.80149641103832e-08,0.9017,-9.83000000000001,-12.88,-6.68
"job19nut","po4f_mdl",-0.132735671744924,-0.164727523641333,-0.100743819848515,6.49817874917436e-14,0.8757,-12.43,-15.19,-9.58
"job20nut","po4f_mdl",-0.108915275919448,-0.142782378291558,-0.0750481735473388,2.16335943790567e-09,0.8968,-10.32,-13.31,-7.23
"kachdnut","po4f_mdl",-0.00589443593898242,-0.0194325165446587,0.00764364466669391,0.394535494941236,0.9941,-0.590000000000002,-1.92,0.770000000000004
"kacsdnut","po4f_mdl",-0.00793771368055415,-0.0160380772608556,0.000162649899747314,0.0561855622418852,0.9921,-0.790000000000002,-1.59,0.0199999999999978
"kacssnut","po4f_mdl",-0.0051238279490182,-0.0172050957168115,0.00695743981877508,0.406803860662033,0.9949,-0.509999999999999,-1.71,0.69999999999999
"lksbanut","po4f_mdl",0.0220797841872074,-0.0824592615614766,0.126618829935891,0.681005663063287,1.0223,2.23,-7.92000000000001,13.5
"lksblnut","po4f_mdl",0.0634989627875131,-0.0343391001659718,0.161337025740998,0.211031436039344,1.0656,6.56000000000001,-3.38000000000001,17.51
"lksolnut","po4f_mdl",0.0278852717671648,-0.0841344186646535,0.139904962198983,0.628597739273133,1.0283,2.83,-8.07,15.02
"marabnut","po4f_mdl",0.130367994166838,0.0924335763228177,0.168302412010858,1.16309568751204e-09,1.1392,13.92,9.68,18.33
"marcenut","po4f_mdl",0.0737618469856418,0.0470907873914219,0.100432906579862,4.26250639486303e-07,1.0766,7.66,4.82,10.56
"marcwnut","po4f_mdl",0.0490710201714494,0.0126247733200823,0.0855172670228165,0.00966326407728251,1.0503,5.03,1.26999999999999,8.92999999999999
"marmbnut","po4f_mdl",0.0663575104449926,0.0354292848747581,0.097285736015227,5.83751371779942e-05,1.0686,6.86,3.61,10.22
"marscnut","po4f_mdl",0.176840044318115,0.133288950316545,0.220391138319685,2.98865645220279e-12,1.1934,19.34,14.26,24.66
"narncnut","po4f_mdl",-0.0106986725588942,-0.029737812365038,0.00834046724724959,0.272664310107978,0.9894,-1.06000000000001,-2.93,0.839999999999996
"narpcnut","po4f_mdl",-0.0334770132131428,-0.0530506616314851,-0.0139033647948004,0.00100759855066007,0.9671,-3.29,-5.17,-1.38
"nartbnut","po4f_mdl",-0.0386890364137739,-0.0544657399942928,-0.0229123328332551,3.65577124062211e-06,0.962,-3.8,-5.3,-2.27000000000001
"nartsnut","po4f_mdl",-0.0397737905989037,-0.0578919231325816,-0.0216556580652257,3.00975235695298e-05,0.961,-3.9,-5.62,-2.14
"niwcbnut","po4f_mdl",0.00447567288834276,-0.00368463165024039,0.0126359774269259,0.28349526551682,1.0045,0.449999999999995,-0.370000000000004,1.26999999999999
"niwdcnut","po4f_mdl",0.00599729040432571,-0.000834346453086385,0.0128289272617378,0.0867350881500842,1.006,0.600000000000001,-0.0800000000000023,1.28999999999999
"niwolnut","po4f_mdl",0.0155818148937851,0.00841433979171411,0.0227492899958561,2.95047594258101e-05,1.0157,1.57,0.839999999999996,2.29999999999999
"niwtanut","po4f_mdl",0.00413584059648688,-0.00880519850936624,0.01707687970234,0.531675025401589,1.0041,0.409999999999999,-0.880000000000003,1.72000000000001
"nocecnut","po4f_mdl",-0.00821901924185721,-0.0271211664988814,0.010683128015167,0.395048989662687,0.9918,-0.819999999999999,-2.68,1.06999999999999
"noclcnut","po4f_mdl",-0.0486312509447225,-0.0702932306942086,-0.0269692711952363,1.68932442877455e-05,0.9525,-4.75,-6.79,-2.66
"nocrcnut","po4f_mdl",-0.0438546897015893,-0.0699189197685348,-0.0177904596346438,0.00115464025309292,0.9571,-4.29,-6.75,-1.75999999999999
"noczbnut","po4f_mdl",-0.00960074192126468,-0.028849585394888,0.00964810155235865,0.329414549137915,0.9904,-0.960000000000005,-2.84,0.970000000000004
"owcbrnut","po4f_mdl",0.0133741097884582,-0.00233435420175729,0.0290825737786736,0.0968498254070003,1.0135,1.35000000000001,-0.229999999999997,2.95000000000001
"owcdrnut","po4f_mdl",0.0217284288621659,-0.011240118687708,0.0546969764120398,0.198611170482462,1.022,2.2,-1.12,5.62
"owcolnut","po4f_mdl",-0.0340131559505138,-0.055930955935443,-0.0120953559655846,0.00268969024374861,0.9666,-3.34,-5.44,-1.2
"owcwmnut","po4f_mdl",-0.0368361897395915,-0.0570634094201431,-0.0166089700590399,0.000450683998944856,0.9638,-3.62,-5.55,-1.65
"pdbbpnut","po4f_mdl",-0.00879065314226207,-0.0145803530403215,-0.00300095324420267,0.00328769702357631,0.9912,-0.880000000000003,-1.45,-0.3
"pdbbynut","po4f_mdl",-0.00201726633795138,-0.00595561826072531,0.00192108558482255,0.316701446629521,0.998,-0.2,-0.590000000000002,0.190000000000001
"pdbgsnut","po4f_mdl",-0.0132567983509022,-0.0259817394542677,-0.000531857247536734,0.0426296048583778,0.9868,-1.32,-2.56,-0.0499999999999945
"rkbfbnut","po4f_mdl",0.0281222585842892,0.0137542369299512,0.0424902802386273,0.000160813145254205,1.0285,2.85,1.38,4.34000000000001
"rkbfunut","po4f_mdl",0.0410142486450928,0.0268513168621631,0.0551771804280224,4.0110471081828e-08,1.0419,4.19,2.71999999999999,5.67
"rkblhnut","po4f_mdl",0.0214914673355264,0.00643332196372716,0.0365496127073257,0.00557248593611592,1.0217,2.17000000000001,0.649999999999995,3.71999999999999
"rkbmbnut","po4f_mdl",0.0147604031529082,0.00474768629331665,0.0247731200124997,0.00422023723892255,1.0149,1.48999999999999,0.479999999999992,2.50999999999999
"sapcanut","po4f_mdl",-0.0475301918679255,-0.0652532332418456,-0.0298071504940053,4.42353103736853e-07,0.9536,-4.64,-6.32,-2.94
"sapdcnut","po4f_mdl",-0.0167629387547744,-0.0361106194359812,0.00258474192643238,0.0913374100785967,0.9834,-1.65999999999999,-3.55,0.259999999999994
"saphdnut","po4f_mdl",-0.0492605619596633,-0.0612165195606938,-0.0373046043586327,6.84143333175986e-14,0.9519,-4.81,-5.94,-3.66
"sapldnut","po4f_mdl",-0.047317769266954,-0.0613090314323153,-0.0333265071015927,3.11044860067467e-10,0.9538,-4.62,-5.95,-3.28000000000001
"sfbccnut","po4f_mdl",0.00363168714758505,-0.00456235858977887,0.011825732884949,0.387329235226349,1.0036,0.360000000000005,-0.460000000000005,1.19
"sfbfmnut","po4f_mdl",-0.0143439963824352,-0.0361318463975638,0.00744385363269335,0.20118861155565,0.9858,-1.42,-3.55,0.750000000000006
"sfbgcnut","po4f_mdl",0.0192237506811532,0.00379619689485007,0.0346513044674563,0.0165331418797557,1.0194,1.94000000000001,0.380000000000003,3.53000000000001
"sfbsmnut","po4f_mdl",-0.0069142258217482,-0.0240525623888626,0.0102241107453662,0.431733215699394,0.9931,-0.690000000000002,-2.38,1.03
"soschnut","po4f_mdl",-0.00615084124015557,-0.0148182356649143,0.00251655318460319,0.16643994377041,0.9939,-0.609999999999999,-1.47,0.249999999999995
"sosvanut","po4f_mdl",0.00115901069477463,-0.00696643534996314,0.0092844567395124,0.780219433162717,1.0012,0.120000000000009,-0.690000000000002,0.930000000000009
"soswinut","po4f_mdl",0.0532644436607749,0.0352085929921794,0.0713202943293704,4.51006728515639e-08,1.0547,5.47,3.58000000000001,7.39000000000001
"tjrbrnut","po4f_mdl",0.0375001652084892,0.0125915123120248,0.0624088181049535,0.00356993006409836,1.0382,3.82,1.26999999999999,6.44
"tjrosnut","po4f_mdl",0.0355837882202114,0.0162993260821216,0.0548682503583013,0.000375473192253899,1.0362,3.62,1.64,5.64
"tjrprnut","po4f_mdl",-0.0443905548161436,-0.0657465465052741,-0.023034563127013,8.50301040347419e-05,0.9566,-4.34,-6.36,-2.28
"tjrsbnut","po4f_mdl",-0.034463730745429,-0.0473575188051124,-0.0215699426857456,4.93192741272324e-07,0.9661,-3.39,-4.63,-2.13
"welhtnut","po4f_mdl",-0.0113645991967767,-0.0310990919197384,0.00836989352618507,0.260930169649458,0.9887,-1.13,-3.06,0.839999999999996
"welinnut","po4f_mdl",-0.0167858795764382,-0.0373630501608578,0.00379129100798148,0.11149225864116,0.9834,-1.65999999999999,-3.67,0.380000000000003
"wellmnut","po4f_mdl",-0.00202477169072244,-0.0341447202272901,0.0300951768458452,0.901846452243989,0.998,-0.2,-3.36,3.06
"welsmnut","po4f_mdl",0.000723681115972708,-0.0227118610840025,0.0241592233159479,0.951832440621412,1.0007,0.0699999999999923,-2.25,2.45
"wkbfrnut","po4f_mdl",-0.0359832767129082,-0.0572212959760396,-0.0147452574497768,0.00105784318220992,0.9647,-3.53,-5.56,-1.45999999999999
"wkbmbnut","po4f_mdl",-0.0416204598836287,-0.0619350348645751,-0.0213058849026822,8.24262075924502e-05,0.9592,-4.07999999999999,-6.01,-2.11
"wkbmrnut","po4f_mdl",-0.0393597682538721,-0.060679212996466,-0.0180403235112783,0.000370931714214706,0.9614,-3.86,-5.89,-1.79
"wkbwbnut","po4f_mdl",-0.0496100754615728,-0.0697692804251089,-0.0294508704980368,2.70238013425611e-06,0.9516,-4.84,-6.74,-2.9
"wqbcrnut","po4f_mdl",-0.0293119345035418,-0.0528943441448843,-0.00572952486219921,0.0159339287512049,0.9711,-2.89,-5.15,-0.570000000000004
"wqbmhnut","po4f_mdl",-1.6873454108037e-05,-0.0176595597120369,0.0176258128038209,0.998506538827954,1,0,-1.75,1.78
"wqbmpnut","po4f_mdl",-0.0523683058681908,-0.0816395855330486,-0.023097026203333,0.000621079665405435,0.949,-5.1,-7.84,-2.28
"wqbslnut","po4f_mdl",-0.0302611902756293,-0.0609366560053534,0.000414275454094795,0.0552883859421115,0.9702,-2.98,-5.91,0.0399999999999956
