"","station","estimate","std.error","statistic","p.value","param","test"
"158","marcwwq",0.00151390219799914,0.00564439696646212,0.268213275394066,0.792446685720032,"do_mgl","trend in normalized seasonal amplitude"
"159","marmbwq",-0.0033865963722706,0.00372553278340965,-0.909023371731316,0.379882142099801,"do_mgl","trend in normalized seasonal amplitude"
"160","marscwq",0.00814391097002811,0.00885010636840951,0.920204868847433,0.384373753506479,"do_mgl","trend in normalized seasonal amplitude"
"161","narncwq",-0.0184537998658026,0.00675414765994957,-2.73221741585974,0.0132350946919751,"do_mgl","trend in normalized seasonal amplitude"
"162","narpcwq",-0.00658549336653912,0.00344419496525208,-1.91205591814026,0.0710681101279087,"do_mgl","trend in normalized seasonal amplitude"
"163","nartbwq",-0.00350151974566163,0.00292318137667471,-1.19784553007956,0.245707097998908,"do_mgl","trend in normalized seasonal amplitude"
"164","nartswq",0.000597003328223736,0.00246672696626495,0.242022459878364,0.811355822339148,"do_mgl","trend in normalized seasonal amplitude"
"165","niwcbwq",-0.00314164488150773,0.00290760078012886,-1.08049389138233,0.293447181921194,"do_mgl","trend in normalized seasonal amplitude"
"166","niwdcwq",-0.00218221959588316,0.00265804569471119,-0.820986486509695,0.421835962805858,"do_mgl","trend in normalized seasonal amplitude"
"167","niwolwq",-0.00394780561521788,0.00328804926802008,-1.20065281673686,0.244641422471572,"do_mgl","trend in normalized seasonal amplitude"
"168","niwtawq",-0.00512421245443724,0.00393687791522899,-1.30159292840027,0.208617033293547,"do_mgl","trend in normalized seasonal amplitude"
"169","nocecwq",-0.00201888988910411,0.00351515137596308,-0.574339387745704,0.57284655994523,"do_mgl","trend in normalized seasonal amplitude"
"170","noclcwq",0.00185330945168518,0.00172833554553382,1.07230882132483,0.297013127845,"do_mgl","trend in normalized seasonal amplitude"
"171","nocrcwq",-0.00411860493619737,0.00216837345746024,-1.89939833566373,0.0728016401724131,"do_mgl","trend in normalized seasonal amplitude"
"172","noczbwq",-0.00708736960974164,0.00884697883757732,-0.801106201321315,0.432974719393616,"do_mgl","trend in normalized seasonal amplitude"
"173","owcbrwq",-0.00915299885304864,0.00762127049966122,-1.20098070964093,0.244517179798579,"do_mgl","trend in normalized seasonal amplitude"
"174","owcdrwq",0.0386783858733199,0.0176770801830769,2.1880528612609,0.0475283441047669,"do_mgl","trend in normalized seasonal amplitude"
"175","owcolwq",0.0248645189820994,0.0102584961103719,2.42379767117717,0.0255084914895044,"do_mgl","trend in normalized seasonal amplitude"
"176","owcwmwq",0.015267195785259,0.0118144483102244,1.29224788025409,0.211767835772179,"do_mgl","trend in normalized seasonal amplitude"
"177","pdbbpwq",0.000235120967906167,0.00288944761643343,0.0813722894884615,0.935996958764495,"do_mgl","trend in normalized seasonal amplitude"
"178","pdbbywq",-0.000590000552212491,0.00177603210041573,-0.332201513742001,0.743373986316309,"do_mgl","trend in normalized seasonal amplitude"
"179","pdbgswq",-0.000565606741242422,0.00306281895518342,-0.184668682517198,0.855962498556134,"do_mgl","trend in normalized seasonal amplitude"
"180","rkbfbwq",-0.000231904223165289,0.00750415762376762,-0.0309034317763779,0.975728764930281,"do_mgl","trend in normalized seasonal amplitude"
"181","rkbfuwq",0.00640001313817997,0.00623433574822641,1.02657498675792,0.319891359640858,"do_mgl","trend in normalized seasonal amplitude"
"182","rkblhwq",-0.0027930195295077,0.00226505089924497,-1.23309349491383,0.235351216441968,"do_mgl","trend in normalized seasonal amplitude"
"183","rkbmbwq",-0.0056399001543879,0.00616845613987342,-0.91431308361441,0.374125879040589,"do_mgl","trend in normalized seasonal amplitude"
"184","sapcawq",-0.0198761309248058,0.00620535629994901,-3.20306038268409,0.00554194737319245,"do_mgl","trend in normalized seasonal amplitude"
"185","sapdcwq",-0.0155010367618623,0.00645545832752998,-2.40122946743479,0.0280566221990918,"do_mgl","trend in normalized seasonal amplitude"
"186","saphdwq",-0.0156248514857848,0.00421663693673809,-3.70552450215737,0.00150072466596639,"do_mgl","trend in normalized seasonal amplitude"
"187","sapldwq",-0.011381900012059,0.0048344975131429,-2.35430879447482,0.0294682340287581,"do_mgl","trend in normalized seasonal amplitude"
"188","sfbccwq",-0.00261119252092868,0.00287707588315369,-0.907585558037641,0.377564278743096,"do_mgl","trend in normalized seasonal amplitude"
"189","sfbfmwq",-0.00643227889756369,0.00730987706380098,-0.879943512240005,0.394865711970036,"do_mgl","trend in normalized seasonal amplitude"
"190","sfbgcwq",-0.00798323569386883,0.00478638212811354,-1.66790604681939,0.117537284621996,"do_mgl","trend in normalized seasonal amplitude"
"191","sfbsmwq",0.000921635072898335,0.00352952582832566,0.261121498389924,0.798089808849179,"do_mgl","trend in normalized seasonal amplitude"
"192","soschwq",-0.00267242364275181,0.00413537612322393,-0.646234722820905,0.525856896309403,"do_mgl","trend in normalized seasonal amplitude"
"193","sosvawq",0.00408659264793804,0.00322975543981636,1.26529476429039,0.221063579019078,"do_mgl","trend in normalized seasonal amplitude"
"194","soswiwq",0.00302468140151307,0.00221767992735173,1.36389447557702,0.188541814535045,"do_mgl","trend in normalized seasonal amplitude"
"195","tjrbrwq",0.038725109623362,0.0123115612652712,3.14542638329705,0.00625493625442535,"do_mgl","trend in normalized seasonal amplitude"
"196","tjroswq",0.0249426982291057,0.00996398867582587,2.50328448180802,0.0215903717125877,"do_mgl","trend in normalized seasonal amplitude"
"197","tjrprwq",0.00145784518720511,0.0052286521896343,0.278818543351431,0.78668469846883,"do_mgl","trend in normalized seasonal amplitude"
"198","tjrsbwq",-0.00356362398368286,0.00562521098408695,-0.633509390805772,0.537387783964146,"do_mgl","trend in normalized seasonal amplitude"
"199","welhtwq",0.00988961224753896,0.00707458277745567,1.39790748919553,0.178248962230737,"do_mgl","trend in normalized seasonal amplitude"
"200","welinwq",-0.0226861864619494,0.0109468980607192,-2.07238492001257,0.0537510793915361,"do_mgl","trend in normalized seasonal amplitude"
"201","wellmwq",-0.00589364485012588,0.0041271803235746,-1.42800759551532,0.170410933053846,"do_mgl","trend in normalized seasonal amplitude"
"202","welsmwq",-0.00217481337003667,0.00500137091761893,-0.434843447098713,0.669145796858187,"do_mgl","trend in normalized seasonal amplitude"
"203","wkbfrwq",-0.0212420452335853,0.00875814249498571,-2.42540530092391,0.0274914391795296,"do_mgl","trend in normalized seasonal amplitude"
"204","wkbmbwq",-0.0118430163025065,0.00679264234076398,-1.74350653374376,0.103153116854515,"do_mgl","trend in normalized seasonal amplitude"
"205","wkbmrwq",-0.00121208839919453,0.0107001393409478,-0.113277814481916,0.911312492248844,"do_mgl","trend in normalized seasonal amplitude"
"206","wkbwbwq",-0.011366901950761,0.00509242566344355,-2.23211936746753,0.0424601728860926,"do_mgl","trend in normalized seasonal amplitude"
"207","wqbcrwq",0.00898944420232483,0.00462583702241817,1.94331191495925,0.0677842004077447,"do_mgl","trend in normalized seasonal amplitude"
"208","wqbmhwq",-0.00518993535991429,0.00201196381255065,-2.57953713060813,0.0183691264701226,"do_mgl","trend in normalized seasonal amplitude"
"209","wqbmpwq",-0.00327718223180717,0.00298289738280916,-1.09865738281646,0.285645111304778,"do_mgl","trend in normalized seasonal amplitude"
"210","wqbslwq",-0.000460171922893519,0.00418727781741325,-0.109897633488718,0.913643033795619,"do_mgl","trend in normalized seasonal amplitude"
"211","acefcwq",-0.0045036573359108,0.0035838820928018,-1.25664216045398,0.22494710654942,"temp","trend in normalized seasonal amplitude"
"212","acemcwq",-0.00653185302766384,0.00328198950540871,-1.99021143026185,0.0619759196286306,"temp","trend in normalized seasonal amplitude"
"213","acespwq",-0.00420548420111438,0.00354804174466118,-1.18529727206352,0.250513558283101,"temp","trend in normalized seasonal amplitude"
"214","apacpwq",-0.00498732621677489,0.00349632612679001,-1.42644765846079,0.169965089247789,"temp","trend in normalized seasonal amplitude"
"215","apadbwq",-0.00324871125696171,0.00317180375739429,-1.02424724398164,0.318583155531751,"temp","trend in normalized seasonal amplitude"
"216","apaebwq",-0.00442673857320045,0.00387798322455618,-1.14150534359444,0.26861889921288,"temp","trend in normalized seasonal amplitude"
"217","apaeswq",-0.00467081771754626,0.00367622649202937,-1.2705467760687,0.220066996420992,"temp","trend in normalized seasonal amplitude"
"218","cbmipwq",0.00174559752574603,0.00452733798571709,0.385568192887977,0.704335259878624,"temp","trend in normalized seasonal amplitude"
"219","cbmmcwq",0.00109630741197937,0.00850468324306536,0.128906319100513,0.898861213338768,"temp","trend in normalized seasonal amplitude"
"220","cbmocwq",-0.000166010916795127,0.00648509765073014,-0.0255988306940045,0.979858985197011,"temp","trend in normalized seasonal amplitude"
"221","cbmrrwq",0.000627195194001808,0.00542010195292666,0.115716493794576,0.909158421112288,"temp","trend in normalized seasonal amplitude"
"222","cbvcbwq",-0.00455215422305988,0.00397069122929324,-1.14643873325555,0.265847223515169,"temp","trend in normalized seasonal amplitude"
"223","cbvgiwq",-0.0048918932909278,0.0039788409144161,-1.2294769748656,0.2339015985695,"temp","trend in normalized seasonal amplitude"
"224","cbvtcwq",-0.00592423099550962,0.00382964142842111,-1.54694143204735,0.138372247305585,"temp","trend in normalized seasonal amplitude"
"225","delblwq",0.00282565354399256,0.00677501770457255,0.417069543904733,0.681302083085949,"temp","trend in normalized seasonal amplitude"
"226","deldswq",0.00707596248742261,0.00393642384971856,1.79756112592614,0.0881588880280412,"temp","trend in normalized seasonal amplitude"
"227","delllwq",-0.00067397760583112,0.00443390979691338,-0.152005258722291,0.880785266588074,"temp","trend in normalized seasonal amplitude"
"228","delslwq",-0.00212513879537119,0.00464262266794926,-0.457745319265825,0.652326904486385,"temp","trend in normalized seasonal amplitude"
"229","elkapwq",-0.000561656393763944,0.00225397185857014,-0.24918518464567,0.805891459891714,"temp","trend in normalized seasonal amplitude"
"230","elknmwq",0.000412121900030879,0.002269631298941,0.181580990808143,0.85783470224515,"temp","trend in normalized seasonal amplitude"
"231","elksmwq",0.000584828699432535,0.00195298088345542,0.299454390151426,0.767844509860683,"temp","trend in normalized seasonal amplitude"
"232","elkvmwq",-0.000645627402073268,0.00189519860667071,-0.34066477244168,0.73709384251283,"temp","trend in normalized seasonal amplitude"
"233","gndbcwq",0.00235299029954884,0.00337865460953929,0.696428185617261,0.495573587993914,"temp","trend in normalized seasonal amplitude"
"234","gndbhwq",-0.000916495019686349,0.00406287347794995,-0.225578036003424,0.824219202216143,"temp","trend in normalized seasonal amplitude"
"235","gndblwq",0.00187269937093758,0.003480622621608,0.538035740879147,0.59752669223636,"temp","trend in normalized seasonal amplitude"
"236","gndpcwq",-0.00411007713221329,0.00507822728222425,-0.80935273350213,0.43185329694339,"temp","trend in normalized seasonal amplitude"
"237","grbgbwq",-0.00567099628456658,0.00782504943909716,-0.724723380817501,0.481462994334102,"temp","trend in normalized seasonal amplitude"
"238","grblrwq",0.00129245792737059,0.00655198997912666,0.197261890126222,0.845717535315691,"temp","trend in normalized seasonal amplitude"
"239","grborwq",0.00135616178224686,0.00669897116612279,0.202443292949979,0.841722182153443,"temp","trend in normalized seasonal amplitude"
"240","grbsqwq",-0.00213474656469777,0.00640007417812674,-0.333550284775387,0.742371883278998,"temp","trend in normalized seasonal amplitude"
"241","gtmfmwq",-0.00120223037471496,0.0033252855240504,-0.361541998730554,0.721683665194149,"temp","trend in normalized seasonal amplitude"
"242","gtmpcwq",-0.00354644300590554,0.00344748771410375,-1.02870359519976,0.316537610374579,"temp","trend in normalized seasonal amplitude"
"243","gtmpiwq",-0.0031890144387926,0.00344062455625316,-0.926870801115666,0.365618490043094,"temp","trend in normalized seasonal amplitude"
"244","gtmsswq",-0.00127982263088577,0.00322281257935562,-0.397113576844008,0.695709256905008,"temp","trend in normalized seasonal amplitude"
"245","hudtnwq",-0.00297859947821074,0.00833844258492833,-0.357212926499552,0.724869341258748,"temp","trend in normalized seasonal amplitude"
"246","hudtswq",0.00550751856389623,0.00819481190633908,0.672073822662836,0.509627396347975,"temp","trend in normalized seasonal amplitude"
"247","jacb6wq",0.00798333554845255,0.00862162183559425,0.925966796118736,0.366076131121141,"temp","trend in normalized seasonal amplitude"
"248","jacb9wq",0.00687967294553344,0.00819732442701337,0.839258346645674,0.411760006141922,"temp","trend in normalized seasonal amplitude"
"249","jacbawq",0.0123551629804241,0.00739464746325142,1.67082515316985,0.112051737649797,"temp","trend in normalized seasonal amplitude"
"250","jacnewq",0.00861357336414708,0.00638042594376095,1.34999973984022,0.192880603903417,"temp","trend in normalized seasonal amplitude"
"251","job09wq",-0.00193871703133655,0.000719312715778924,-2.69523531116389,0.0143358436714924,"temp","trend in normalized seasonal amplitude"
"252","job10wq",0.000978871507905006,0.00115114726559951,0.850344293173657,0.406303216776762,"temp","trend in normalized seasonal amplitude"
"253","job19wq",0.000563373710855319,0.000904053621098618,0.623164044374602,0.540992940265646,"temp","trend in normalized seasonal amplitude"
"254","job20wq",0.00129114857522578,0.000983399764380596,1.31294375084483,0.204839462924657,"temp","trend in normalized seasonal amplitude"
"255","kachdwq",-0.0211256526293721,0.0134152445537571,-1.5747497218346,0.132726489187587,"temp","trend in normalized seasonal amplitude"
"256","kacsdwq",-0.0178956080578866,0.00828297638380029,-2.16052868300899,0.0452989731233972,"temp","trend in normalized seasonal amplitude"
"257","kacsswq",-0.0164941132491895,0.00778099775273694,-2.11979411552815,0.0490411651592869,"temp","trend in normalized seasonal amplitude"
"258","lksbawq",-0.0219753206063025,0.023115555540883,-0.950672397530581,0.366600471497771,"temp","trend in normalized seasonal amplitude"
"259","lksblwq",-0.00729042747981434,0.0397085893097438,-0.183598249309385,0.86037607329259,"temp","trend in normalized seasonal amplitude"
"260","lksolwq",0.00315087807968162,0.0467294189946607,0.0674281458547909,0.948126398816998,"temp","trend in normalized seasonal amplitude"
"261","marabwq",-0.00145710877874632,0.0065019722881716,-0.224102582134515,0.826161069760496,"temp","trend in normalized seasonal amplitude"
"262","marcewq",-0.00577214780296159,0.00788311147163658,-0.732216945520784,0.476116364132539,"temp","trend in normalized seasonal amplitude"
"263","marcwwq",-0.000518459076833894,0.00537235222158653,-0.0965050420094731,0.92448734825933,"temp","trend in normalized seasonal amplitude"
"264","marmbwq",-0.00601730438175236,0.00492598951840202,-1.22154226257963,0.243570677991358,"temp","trend in normalized seasonal amplitude"
"265","marscwq",-0.00720332585194947,0.0103260258612711,-0.697589367751471,0.505199098895011,"temp","trend in normalized seasonal amplitude"
"266","narncwq",-0.000818356954728351,0.00588415851883692,-0.139077992564026,0.890852097976401,"temp","trend in normalized seasonal amplitude"
"267","narpcwq",-0.00713574162470305,0.00644486465508494,-1.10719805714974,0.282029281173601,"temp","trend in normalized seasonal amplitude"
"268","nartbwq",-0.00264306657273633,0.00775592273086305,-0.340780415748446,0.737008159701645,"temp","trend in normalized seasonal amplitude"
"269","nartswq",-0.00152306161433348,0.00785943378764667,-0.193787702204121,0.848398874201639,"temp","trend in normalized seasonal amplitude"
"270","niwcbwq",-0.00333972112215905,0.00318788866328768,-1.04762790514609,0.307954852702773,"temp","trend in normalized seasonal amplitude"
"271","niwdcwq",-0.00406640442172599,0.0027565857141297,-1.47515979673058,0.15654883774233,"temp","trend in normalized seasonal amplitude"
"272","niwolwq",-0.00416117398560563,0.00287836618174596,-1.44567220529305,0.164562818226375,"temp","trend in normalized seasonal amplitude"
"273","niwtawq",-0.00310706445384335,0.00340724950961757,-0.911898129289653,0.373247948465974,"temp","trend in normalized seasonal amplitude"
"274","nocecwq",-0.00266658743836673,0.0038254838412863,-0.697058868629307,0.494671105007052,"temp","trend in normalized seasonal amplitude"
"275","noclcwq",-0.00398851752689175,0.00377161621038567,-1.05750885148622,0.303540205481662,"temp","trend in normalized seasonal amplitude"
"276","nocrcwq",-0.00586063555379226,0.00354207276855595,-1.65457796514484,0.114435765221123,"temp","trend in normalized seasonal amplitude"
"277","noczbwq",-0.0030745383956114,0.00339333776624176,-0.906051388753015,0.376255932652222,"temp","trend in normalized seasonal amplitude"
"278","owcbrwq",-0.0104595227872894,0.007070487254412,-1.47932135522381,0.155443991377451,"temp","trend in normalized seasonal amplitude"
"279","owcdrwq",-0.00815724489863498,0.00999008847133807,-0.816533799679394,0.428904475759788,"temp","trend in normalized seasonal amplitude"
"280","owcolwq",-0.00906191471103359,0.00550529083301139,-1.64603741853121,0.116197542587549,"temp","trend in normalized seasonal amplitude"
"281","owcwmwq",0.00367754598238257,0.00714796545465063,0.514488494063703,0.612843359948777,"temp","trend in normalized seasonal amplitude"
"282","pdbbpwq",0.00376554135704535,0.003237548005042,1.1630843314697,0.259195257816603,"temp","trend in normalized seasonal amplitude"
"283","pdbbywq",0.00630899840961852,0.00256158046736906,2.4629319632884,0.0235029788330349,"temp","trend in normalized seasonal amplitude"
"284","pdbgswq",0.00536276139627365,0.00261275507041357,2.05253123685443,0.0568496026570799,"temp","trend in normalized seasonal amplitude"
"285","rkbfbwq",-0.000546218362919181,0.00178703101852913,-0.305656900890709,0.763189489625863,"temp","trend in normalized seasonal amplitude"
"286","rkbfuwq",-0.00140024454380262,0.00237538530810008,-0.58948101557578,0.562483356531063,"temp","trend in normalized seasonal amplitude"
"287","rkblhwq",-0.0015379540225985,0.00192432663236316,-0.799216721700631,0.434042875007497,"temp","trend in normalized seasonal amplitude"
"288","rkbmbwq",-0.000689625667802675,0.00205198164371557,-0.336077893247599,0.74049520512836,"temp","trend in normalized seasonal amplitude"
"289","sapcawq",-0.00410324322747263,0.00407599783419664,-1.00668434930151,0.329069133898906,"temp","trend in normalized seasonal amplitude"
"290","sapdcwq",-0.00151323236098275,0.00403994253056563,-0.374567793856931,0.71261338200297,"temp","trend in normalized seasonal amplitude"
"291","saphdwq",-0.00636300449486606,0.00315685442180488,-2.01561543380518,0.0582066980954677,"temp","trend in normalized seasonal amplitude"
"292","sapldwq",-0.00438312352557413,0.0035153926661727,-1.24683753475146,0.227609430613142,"temp","trend in normalized seasonal amplitude"
"293","sfbccwq",-0.00189769020774772,0.00247794770852943,-0.765831418159319,0.454926832298691,"temp","trend in normalized seasonal amplitude"
"294","sfbfmwq",-0.00138845251760274,0.00431023818242983,-0.322128954094138,0.752476494027279,"temp","trend in normalized seasonal amplitude"
"295","sfbgcwq",0.00176028821267412,0.00410172698974014,0.429157819883484,0.674339041813422,"temp","trend in normalized seasonal amplitude"
"296","sfbsmwq",0.000127467872012675,0.00446178317255091,0.0285688181346111,0.977642405163358,"temp","trend in normalized seasonal amplitude"
"297","soschwq",-6.36731837844658e-05,0.00365886730513022,-0.0174024304448504,0.986297016877551,"temp","trend in normalized seasonal amplitude"
"298","sosvawq",-0.001330849795196,0.00297941214370202,-0.446682006720416,0.660154318460899,"temp","trend in normalized seasonal amplitude"
"299","soswiwq",-0.00266375147804908,0.00349549996290826,-0.762051639626635,0.45538563360364,"temp","trend in normalized seasonal amplitude"
"300","tjrbrwq",-0.000504847832873893,0.00282046134865934,-0.178994770878127,0.860188789714781,"temp","trend in normalized seasonal amplitude"
"301","tjroswq",0.00214090155725536,0.00229655926709831,0.93222133995278,0.36291775169367,"temp","trend in normalized seasonal amplitude"
"302","tjrprwq",0.0052054123707602,0.00287446129871198,1.81091753543271,0.103584138619334,"temp","trend in normalized seasonal amplitude"
"303","tjrsbwq",0.00330396276231457,0.0044990818854629,0.73436377608287,0.475765188705812,"temp","trend in normalized seasonal amplitude"
"304","welhtwq",-0.0257517869542273,0.00682354439878538,-3.77396048874706,0.00128384289559785,"temp","trend in normalized seasonal amplitude"
"305","welinwq",-0.00656787641518297,0.00738896941114899,-0.888875843128123,0.38518547324253,"temp","trend in normalized seasonal amplitude"
"306","wellmwq",-0.020766756021413,0.00586309235585114,-3.54194591539881,0.00232926245786787,"temp","trend in normalized seasonal amplitude"
"307","welsmwq",-0.0307045144321286,0.00829086556360042,-3.70341482401203,0.0017647000822374,"temp","trend in normalized seasonal amplitude"
"308","wkbfrwq",-0.00363821310166358,0.00497845011518729,-0.730792318389377,0.475472343984733,"temp","trend in normalized seasonal amplitude"
"309","wkbmbwq",0.00077105956651353,0.00387855787182872,0.198800583101775,0.845276879442294,"temp","trend in normalized seasonal amplitude"
"310","wkbmrwq",-0.00337536887141664,0.00581830070013413,-0.580129671080567,0.570439712708974,"temp","trend in normalized seasonal amplitude"
"311","wkbwbwq",-0.00236403514859589,0.00250912875559136,-0.942173710028972,0.362078806429524,"temp","trend in normalized seasonal amplitude"
"312","wqbcrwq",-0.0411793546931132,0.00941031396717555,-4.37598095416926,0.000364318197638662,"temp","trend in normalized seasonal amplitude"
"313","wqbmhwq",-0.0108902711950226,0.00707098846768765,-1.54013420397841,0.140017183683101,"temp","trend in normalized seasonal amplitude"
"314","wqbmpwq",-0.0335420050464444,0.00924358296334206,-3.62868004533137,0.00178785581962259,"temp","trend in normalized seasonal amplitude"
"315","wqbslwq",-0.0101184535038461,0.0101102540758838,-1.00081100117769,0.329494584193356,"temp","trend in normalized seasonal amplitude"
