"","code","SpCond","Temp","DO","pH","Turb","Chla","NH4","NO23","PO4","pca_id","Map.Number","Map.Code","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"65","marab",45.39,24.3,7,8.2,0.954242509439325,0.7481880270062,-2.51215487988856,-2.26360349772336,-1.7582045687048,101,22,"mar",-2.0471819547345,0.843239142214829,-0.849468339750139,-1.37657285546202,1.50725563872732,0.600664265971615,0.170412456823097,0.0557939889325777,-0.0887197281965992
"66","marce",37.3475,25.1,7.1,8.1,1.04139268515823,0.77451696572855,-2.38721614328026,-2.26360349772336,-1.39147396642281,102,22,"mar",-1.49121615960888,0.982567295413124,-0.457046270718818,-1.26809376919792,1.78980766795209,0.651968266486338,0.0969144840246618,-0.392543411993647,-0.365221745452038
"67","marcw",32.82,24.2,7.2,8.1,1.27875360095283,0.785329835010767,-2.53017798402184,-2.26360349772336,-1.38457604711406,103,22,"mar",-1.21016498715521,0.95969085412045,-0.662321086982476,-1.43972204130635,2.21962398125144,0.8486719776451,-0.16873891383611,-0.249780676821711,-0.180333800778628
"68","marmb",40.85,24.4,7.1,8.2,1.23044892137827,0.788875115775417,-2.56066730616974,-2.26360349772336,-1.63827216398241,104,22,"mar",-1.64118660133384,1.00758264263557,-0.849343395330631,-1.59752795722181,1.8870882370939,0.832957370268117,-0.133428900528406,0.0815846579465016,-0.077202886630022
"69","marsc",48.855,24.55,6.7,8.2,0.845098040014257,0.612783856719735,-2.40340290437354,-2.26360349772336,-2.15801519540989,105,22,"mar",-2.36095688192444,0.869303604951335,-1.14130701945759,-0.985282761343604,0.843374488634297,0.610480493092896,0.130047710103253,0.289910652328932,0.0778740678616512
"70","narnc",44.27,15.4,7.1,7.5,0.301029995663981,0.224014811372864,-1.69143558643876,-2.52287874528034,-1.53017798402184,106,6,"nar",-1.54794753326387,-0.569473827987949,0.594717246722383,1.16233419388385,0.664706740649657,-0.987089417522659,-0.0523707580205491,-0.335478832102596,0.102207802609062
"71","narpc",45.22,11.9,8.7,7.9,0,0.400969479225656,-1.83863199776503,-2.39794000867204,-1.59345981956604,107,6,"nar",-2.05450689511494,-1.84379732422481,0.421696016908319,-0.0294939285206057,0.454390342319304,-1.24416724126123,0.0568519024612975,-0.659308205849601,0.210714115650912
"72","nartb",47.405,11.4,8.5,8,0,0.273348568749101,-1.92263209471584,-2.52651302993543,-1.68983793479555,108,6,"nar",-2.45080898886853,-1.90744444873839,0.350663901647463,0.0337447642655518,0.480026709289299,-1.03736358800686,-0.069617599588632,-0.548428616812816,0.451409062884515
"73","narts",46.73,12.2,8.55,8,0,0.251638220448212,-2.08884239126002,-2.56066730616974,-1.72932116385529,109,6,"nar",-2.61585673617377,-1.89772664762861,0.0618790944768741,0.0156864788263577,0.720067705228886,-0.925959676072007,-0.00887293354293601,-0.514781882602908,0.376222366369782
"74","niwcb",51.85,20.8,6.2,7.7,1,0.688864568054792,-1.30037904203439,-2.15490195998574,-1.8787411696112,112,14,"niw",-0.698045231900331,1.25424672835653,0.554445303221324,0.0396823836748662,-0.326488311054122,-0.480671445076276,-0.424620168060637,0.36194257700022,0.108782469154785
"75","niwdc",51.25,21.05,6.35,7.7,0.954242509439325,0.739374533250178,-1.33068311943389,-2.21944267985048,-1.90308998699194,113,14,"niw",-0.754891838163684,1.24007370820144,0.429912887510972,-0.0428802650338126,-0.310582498110535,-0.599489214360346,-0.392281148916443,0.270559200594979,0.0525476483149847
"76","niwol",51.785,21.4,5.9,7.6,1.04139268515823,0.859588576735493,-1.28713993533554,-2.23750899597399,-1.82066368613117,114,14,"niw",-0.481223383877181,1.6568091125721,0.571446610283695,-0.00649715353992384,-0.19206482111072,-0.759840401124053,-0.292912322510435,0.341996371029876,0.10352504539888
"77","niwta",11.63,20.6,6.8,7.1,1.47712125471966,0.898450919198375,-1.02204787879854,-0.869224119644043,-1.44279366023447,115,14,"niw",2.55823855002071,1.04247165687374,0.42762782698901,0.48692812411969,0.108041893620888,-0.136040844188493,-0.184348348959049,-0.139487794177824,-0.394970617355878
"78","nocec",35.4275,20.4,7.4,7.8,1,0.853089529851866,-1.30891850787703,-1.04215336629185,-1.80134291304558,118,13,"noc",0.386470145563713,0.347130581050416,0.256096038375827,-0.679098947318685,-0.536365657683289,0.0346775450451558,0.104948142790527,0.0820211236137113,-0.230369975224286
"79","noclc",50.585,20.6,7.2,8,0.698970004336019,0.391816923613249,-1.44369749923271,-2.62893213772826,-2.52287874528034,119,13,"noc",-1.93867913460693,0.45973084658208,-0.44778645217243,0.0412246145430594,-0.940505437415856,-0.334255248178048,-0.96399568699731,0.0975870752412272,0.25810914341392
"80","nocrc",48.045,20.7,7,7.9,0.778151250383644,0.544068044350276,-1.4207882197685,-2.62893213772826,-2.48148606012211,120,13,"noc",-1.57104907537062,0.742106859934527,-0.469273049260479,-0.00467672611421044,-0.818362894666755,-0.538430355923778,-0.890647391944935,0.082360843342502,0.301592034202401
"81","noczb",35.5,20.75,6.7,7.7,1.17609125905568,0.966610986681934,-1.27327279097343,-1.18508681872493,-1.58169870868025,121,13,"noc",0.698492041740663,0.957908749082202,0.593217851209363,-0.622341583700541,-0.176788790276933,-0.0563657414668691,0.104850720001036,0.105609932483507,-0.10022268894202
"82","owcbr",0.65,14.9,8.1,7.8,1,0.247973266361807,-1.52287874528034,0.381160223320141,-1.64902553407761,122,2,"owc",1.62423326030231,-1.77986892794658,-0.0434188862327324,0.0786608916716883,-0.134865204407633,1.62395578126964,0.466659099537285,-0.20531730041786,0.19579055218203
"83","owcdr",0.63,15.7,6.7,7.6,1.23044892137827,0.564073978977147,-1.44369749923271,0.283753383332527,-1.79588001734408,123,2,"owc",2.17685333293942,-0.612741811184516,-0.173218810658983,0.170585916612148,-0.13347898529982,1.2541423247396,0.659001770892441,0.111934643476794,0.671430868591533
"84","owcol",0.5,16.8,7.85,7.7,1.47712125471966,1.23942461800743,-1.1337126609158,0.0902580529313163,-2.03385826726097,124,2,"owc",2.89327580044623,-0.0806549770695062,-0.486302312185905,-1.25301084057512,-0.799826228476764,0.390137895192266,0.124671720719296,-0.0832347768641252,0.443341629880797
"85","owcsu",0.67,15.3,7.4,7.8,1.24303804868629,0.763802224074593,-1.26760624017703,0.491081413423187,-1.71219827006977,125,2,"owc",2.4169961075181,-0.835735617554802,0.0982322972194682,-0.604840511626242,-0.526701751279382,1.20597011495849,0.600575984978308,-0.105598155030361,0.548866245312983
"86","owcwm",0.48,16.7,7.8,7.7,1.47712125471966,1.19180021001471,-1.09240951178138,0.0363294163373736,-2.04817696468409,126,2,"owc",2.85812064109721,-0.0763196535300367,-0.439038874538818,-1.14615155891926,-0.866330538087496,0.409183807929321,0.0353207338537675,-0.102067547157195,0.477694702113727
"87","pdbbp",44.93,10.9,9.5,8,0.301029995663981,0.232784414320742,-1.7582045687048,-0.914352711703143,-1.29157909986529,127,27,"pdb",-0.984400493625976,-2.72554606890195,1.01216588932062,-0.460020248122433,0.315200325802138,-0.0862789273319245,0.302271703517783,0.00602515477469476,-0.275812563290456
"88","pdbby",45.395,10.25,8.7,7.9,0.301029995663981,0.280464546626918,-1.80340934588269,-0.689041307580002,-1.24317378692209,128,27,"pdb",-0.777211750502264,-2.517778698961,1.123760966292,-0.245997442352284,0.458817505400877,-0.0900433029235579,0.746234950596563,0.23801864075553,-0.0074256532337944
"89","pdbgd",46.31,9.7,7.1,7.8,0.301029995663981,0.149603954933024,-1.74472749489669,-0.501586055070308,-1.19212686799667,129,27,"pdb",-0.69356362257675,-2.07602600585108,1.50278362546024,0.455165335601398,0.442330871518504,0.179108910090494,1.18526122667983,0.501457597819067,0.516937116560311
"90","pdbgs",45.54,10.65,8.7,7.9,0,0.251435421246814,-1.93930215964639,-0.607361659937251,-1.25453483132927,130,27,"pdb",-1.16931459507482,-2.79050996345537,0.947255305617958,-0.106219366167857,0.47428279204034,-0.165453001650205,1.27385651397975,0.0708157683962767,-0.113420850896732
"91","pdbje",41.115,11.9,8.2,7.6,1.09691001300806,0.462397997898956,-0.35768389730739,-0.167746629802992,-1.70774392864352,131,27,"pdb",1.73259148489788,-1.08155500884501,1.90195830948525,0.175116312451276,-1.99057809422474,-0.195950326587732,-0.654984708343695,0.721974179645888,-0.0514826226059774
"92","pdbjl",3.7325,11.05,5.9,6.9,1.43136376415899,0.443849475707047,-0.351371687682241,-0.0938738038262018,-1.7514137561449,132,27,"pdb",3.64919194839254,-0.0991618025973652,1.23163716967478,1.95685457967215,-1.20483199417164,-0.0932412899695103,-0.379367130623301,0.367403945365007,0.938153940025346
"93","rkbfb",45.98,27.1,5.2,7.8,0.903089986991944,0.667686381802805,-1.56863623584101,-2.25963731050576,-1.87778412172717,137,18,"rkb",-1.24491681047725,2.15043560052896,0.0245749793086367,0.142930732822627,-0.0541884611820577,0.214261107150933,0.16912698340327,-0.0799401731718391,-0.117174645762777
"94","rkbfu",42.2375,26.95,5,7.7,0.845098040014257,0.414973347970818,-1.49825627037201,-1.78251605578609,-1.97881070093006,138,18,"rkb",-1.0022825914381,1.82784808141114,-0.0204354204341711,0.77076433416431,-0.358235806510142,0.630721774278532,0.37904493553089,0.101585569536727,-0.155057018161487
"95","rkblh",50.53,27.1,5.4,7.9,0.903089986991944,0.602059991327962,-1.65757731917779,-2.18708664335714,-2.09691001300806,139,18,"rkb",-1.56865468883239,1.97588436437134,-0.251618881000269,-0.00646216071380202,-0.226801784914422,0.378076997750152,0.0990393487390396,0.216846275694416,-0.0918394210646809
"96","rkbmb",50.5925,26.9,4.4,7.7,1,0.537189226243645,-1.42021640338319,-1.82390874094432,-1.60205999132796,140,18,"rkb",-0.877969904462096,2.33797795562989,0.773824320625344,0.560543518096584,-0.0536057103312425,0.558080026877486,0.447262590023742,0.278484393775883,-0.131816924507867
"97","rkbpb",46.495,27.05,4.9,7.8,1,0.582631439489636,-1.57675412606319,-2.22184874961636,-1.69897000433602,141,18,"rkb",-1.18225046344392,2.24783397546167,0.330734031228573,0.257924885046267,0.182840391890434,0.467261179961976,0.135636174254625,-0.0170005518875459,-0.0843744040297377
"98","sapca",48.6475,22.5,6.5,7.8,1.20411998265592,0.937517892017347,-1.32836440339787,-2.56066730616974,-1.2251182341812,144,16,"sap",-0.483619842181316,1.74253004970288,1.18568690653793,-0.693910238298906,0.514012127074879,-0.517118439174728,-0.661254727684915,-0.292953682116328,-0.243090380903839
"99","sapdc",42.4,22.6,4.9,7.4,1.20411998265592,0.604496052771067,-0.62219306876306,-1.75696195131371,-0.637234873444574,145,16,"sap",0.845615004272992,2.08750226814463,2.81796276234847,0.924274793985101,-0.0492456786893925,-0.0700958499261888,-0.154662676159757,-0.41529618701228,-0.39862701515419
"100","sapfd",37.01,24.9,5.2,7.2,0.929418925714293,0.860338006570994,-1.57267621364275,-2.22184874961636,-1.40157429332713,146,16,"sap",-0.0483434291725597,2.13717670925657,0.32226843657442,0.811767157887881,0.894031817781444,-0.703791964817217,0.492580677352829,-0.214130729373423,-0.369111135446656
"101","saphd",40.02,22.8,5.3,7.4,0.845098040014257,0.693140460675295,-1.44855000202712,-2.56066730616974,-1.48945498979339,147,16,"sap",-0.587368078497495,1.80868695186441,0.580721312303773,0.836763536107589,0.550413106858961,-0.696329591671465,0.045432992133587,-0.355494676031284,0.00835037926823739
"102","sapld",42.0575,21.95,6.1,7.7,1.39794000867204,0.977151788903537,-1.431798275933,-1.83863199776503,-1.53263858256949,148,16,"sap",0.250655949690055,1.71888646643158,0.596870963942411,-0.638490780868373,0.403688527579905,-0.109307540197003,-0.316409481565748,0.28413150006496,0.0543695938983196
"103","sapml",40.905,22.6,6.8,7.7,1.25527250510331,0.927712461900276,-1.50376245483326,-1.47279988093702,-1.45469288353418,149,16,"sap",0.279269891406931,1.20685369140465,0.511648115897915,-0.718464789758693,0.400509067580707,0.036435832556512,-0.0218752653200882,0.210264629305789,-0.414195732627246
"104","sfbcc",37.03,16.35,7.8,7.8,1.63848925695464,0.792391689498254,-1.32376378323669,-0.638602731211255,-1.03116695510957,150,25,"sfb",1.43886074784956,-0.000738212805886223,1.48270386488236,-1.15682383304175,0.578599427259823,0.577108035212216,-0.498795695404736,0.600636040299991,-0.209537111048588
"105","sfbfm",7.2,17.35,7,7.6,1.60205999132796,0.612783856719735,-1.13430394008393,0.0398006476831324,-0.665294993718021,151,25,"sfb",2.72085343545472,-0.0579177823715368,1.68730461963284,-0.216494783255077,0.663302905274793,1.38225073761122,0.102837607349158,-0.301745223793842,-0.155782482919355
"106","sfbgc",34.65,16.9,7.1,7.7,1.5910646070265,0.716003343634799,-1.14056146454494,-0.849550590539119,-0.917573699139228,152,25,"sfb",1.49488443164285,0.379650117831616,1.83018743872965,-0.608209909328272,0.480096060656277,0.512962578554836,-0.502233390455544,0.331532280373437,-0.108776138152402
"107","sfbsm",7.2,17.2,7.5,7.5,1.54406804435028,0.571126277084312,-1.27449673114068,-0.315536159512457,-1.13883911155317,153,25,"sfb",2.37756584065281,-0.219910473038731,0.796701983291873,-0.0100006662678136,0.563415422604056,1.00236565704733,-0.240006067238122,-0.132828934460439,-0.140808723848725
"108","sosch",47.115,12,8.8,8,0.477121254719662,0.331427296520743,-1.50399340111996,-0.912366447256714,-1.49643628035635,155,26,"sos",-0.712774538326854,-2.02426532994032,1.07575576036461,-0.451663010282422,-0.249650202400944,-0.0740488207136374,0.133813665440646,0.21685106501223,-0.0490888688754071
"109","sosva",44.25,12.6,8.6,7.9,0.602059991327962,0.419129307741976,-1.46877662546697,-0.918172808741624,-1.58225159797441,159,26,"sos",-0.371311352307405,-1.69443908274384,0.886390077016102,-0.397624467470983,-0.256006594380452,-0.15254640096356,0.0648727726195713,0.289401299858749,-0.0123006092508237
"110","soswi",24.2425,12.45,8.55,7.3,0.845098040014257,0.0307346169761671,-1.59745204908761,-0.678539659991115,-2.08398495445045,160,26,"sos",0.655317901576229,-1.89038716599215,-0.393545937629799,1.20717090209546,0.0158251331983909,0.104034126428717,-0.314776326444744,0.709182614346413,-0.0274646182144399
"111","tjrbr",50.74,17.3,6.8,8,0.477121254719662,0.0307346169761671,-0.98401189461587,-1.68193666503724,-1.00524305541237,161,23,"tjr",-1.19121770363808,-0.449042853682599,2.43868261937931,0.630712273325829,-0.548877125307547,0.34592219860982,-0.147885905777419,-0.525238791146133,-0.174584496766479
"112","tjrmm",53.8,18.05,5.4,7.7,1,0.122215878272827,-0.777283528852417,-1.61528825706172,-1.17392519729917,163,23,"tjr",-0.294420241013798,0.774640924450045,2.51761317268287,1.08825325479298,-0.619797860582388,0.346143625384154,-0.462793372210806,0.29583207237006,0.169626253191322
"113","tjros",50.82,18.8,5.2,7.7,0.698970004336019,0.239299479126893,-0.9434762759209,-1.60205999132796,-0.791827473332878,164,23,"tjr",-0.50462096747774,0.716904666662764,2.74502550969482,1.01759906787438,-0.133502685989763,0.199037746525053,0.306644587969663,-0.248957425844312,0.00330145658216481
"114","tjrpe",69.9225,21.3,6.95,8.3,0.653212513775344,1.27276958655176,-1.96523789374079,-2,-1.65757731917779,165,23,"tjr",-2.03760103144845,0.898947189192268,0.397771498047953,-2.22972040872561,0.303929685983748,-0.684944115317101,0.748731151785347,0.387940455786372,-0.00971034620014431
"115","tjrpr",53.68,21.1,6.25,8,0.954242509439325,0.368286884902131,-1.58004425151024,-2.01211039000225,-1.52287874528034,166,23,"tjr",-1.39261839736681,0.770760654226513,0.93564586955908,-0.11398543109339,0.233852377263235,0.478985103757529,-0.290454688761258,0.251462381236936,0.0329636089264747
"116","tjrsb",53.54,21,6.5,8,0.845098040014257,0.32735893438633,-1.65462626944091,-1.97984596836167,-1.39433588440321,169,23,"tjr",-1.5221848791955,0.508182653422674,1.00647651528905,-0.0959420613457644,0.416729401051308,0.476937729231101,-0.139210048317073,0.123201257285925,-0.134130213977405
"117","tjrtl",48.0425,20.15,4.15,7.6,0.903089986991944,0.389166084364532,-0.911863911299449,-1.02802872360024,-0.702239488900866,170,23,"tjr",0.243056711897655,1.35227832070957,2.87146499234347,1.02560884432112,-0.0889300475116392,0.556833859426924,0.854690705923744,0.0649465209460336,0.128384415585873
"118","welht",0.2,12.4,10.5,6.8,0.301029995663981,-0.698970004336019,-2.55284196865778,-0.953699980347031,-3.09691001300806,172,3,"wel",-0.242637191619203,-3.80720644521623,-3.52060128548404,3.01353243118914,0.826966318301774,0.116706356025851,-0.393587273166769,0.620452261834631,-0.520433582487413
"119","welin",48.08,9.3,9.2,7.9,0.477121254719662,-0.0457574905606751,-1.56863623584101,-1.46852108295774,-1.90308998699194,173,3,"wel",-1.23447205753606,-2.54729872846809,0.584276783903285,0.300969308019804,-0.268877906875487,-0.249998343086681,-0.720699481881346,0.482604380582441,0.254303757142309
"120","wellm",33.24,12.7,8.95,7.8,0.477121254719662,-0.154901959985743,-1.74472749489669,-1.18045606445813,-2.52287874528034,174,3,"wel",-1.0515003950127,-2.35301177969583,-0.837842677853386,0.778126483633203,-0.598463442258589,0.298138772635191,-0.510146305984101,0.492883909771584,0.254054080078924
"121","welsm",5.75,13.5,9.2,7.2,0.602059991327962,-0.397940008672038,-2.55284196865778,-0.976541762356325,-3.04575749056068,176,3,"wel",-0.385992363078387,-2.77466172629593,-3.16588929096702,1.98958940999509,0.771261839019111,0.600930695112398,-0.289032487652912,0.776777267731294,0.18686271633716
"122","wkbfr",11.97,23.95,7.05,7.2,1.07918124604762,1.26007138798507,-1.30980391997149,-0.309803919971486,-3,178,20,"wkb",1.99399406862324,1.0443822849929,-2.20201324416964,-0.060165183570926,-1.4679701122476,-0.444958430629566,0.734541124647197,0.492492678669227,-0.207546156863677
"123","wkbmb",15.99,24.3,7.8,7.9,1.17609125905568,1.48403870952936,-1.65104645201884,-0.845677485706489,-3,179,20,"wkb",0.893527002656049,0.982149622302001,-2.44110484256315,-1.8357516967795,-1.14416172039949,-0.0517613841995756,0.297079617850325,0.115591871207211,0.130199522784934
"124","wkbmr",15.495,24.9,7.3,7.7,1.23044892137827,1.45504799120113,-1.46428403001449,-0.467882883751196,-3,180,20,"wkb",1.45201725428861,1.22696808110866,-2.2545319082339,-1.36449116927226,-1.42260164672484,0.000587265557183235,0.522569798471801,0.359778540648594,0.0240642818715001
"125","wkbwb",18.13,24.1,7.75,7.9,1.17609125905568,1.47571960195604,-1.56863623584101,-1.15283879942197,-3,181,20,"wkb",0.732746280210339,1.12196390114951,-2.30580966965392,-1.76092510017671,-1.20300051792091,-0.252930456226907,0.043739373212564,0.0294717238600989,0.191360296695894
"126","wqbcr",43.355,16.6,7.8,7.8,0.301029995663981,1.1469028699282,-1.65757731917779,-1.08751223866768,-2.04215336629185,184,5,"wqb",-0.499559923670761,-0.557100106502557,-0.282048563186572,-1.00505517405699,-0.524935227095712,-1.17016907525724,1.1915529822677,0.0669374355058763,0.0799122690092105
"127","wqbmh",47.86,12.9,8.8,8,0.301029995663981,0.380211241711606,-1.8569851997459,-2.12349349573412,-1.82390874094432,186,5,"wqb",-1.87386579168631,-1.67202701400486,0.144223833065169,-0.363595015300778,0.253052016650669,-0.747834822847023,-0.248449074673276,-0.138836979020073,0.198553188454807
"128","wqbmp",46.315,16.6,8.4,8,0,0.457881896733992,-1.85542579239038,-2.32790214206428,-2.06298389253519,187,5,"wqb",-2.36089985761181,-1.19536562811063,-0.355591662125457,-0.178246210475946,-0.170433028110106,-0.910356547711409,0.193351616839087,-0.548310100201284,0.013560908818777
"129","wqbsl",45.32,17.8,7.8,7.9,0,0.414973347970818,-1.80966830182971,-2.52287874528034,-2.22184874961636,190,5,"wqb",-2.4270263480762,-0.752540553450704,-0.550395858103293,0.250927745952513,-0.303155786214412,-0.958181459089632,0.164933125112527,-0.539375990928093,0.125784831957764
